,pertanyaan,jawaban
635,"Saya telah menabrak kepala dan lantai sejak saya masih muda. Terkadang saya masih melakukannya tetapi saya tidak tahu mengapa, saya memiliki kecemasan dan saya memiliki masa kecil yang kasar tetapi sekarang saya akan mulai memukul kepala saya dan kadang -kadang tidak menyadarinya tetapi saya tidak tahu bagaimana berhenti atau bahkan mengapa Aku melakukannya. Bagaimana saya bisa membantu diri saya untuk mengubah perilaku saya?","Cara terbaik untuk menangani kecemasan tingkat ini adalah dengan kombinasi obat yang tepat yang diberikan kepada Anda oleh dokter medis, dan terapi untuk membantu Anda memahami pikiran, perasaan, dan perilaku yang menyebabkan kecemasan. Ini bukan sesuatu yang hanya harus dilakukan oleh siapa pun “buku jari putih” dan mencoba untuk menyelesaikannya sendiri tanpa bantuan. Terapi perilaku kognitif adalah teknik yang telah terbukti bermanfaat untuk depresi dan kecemasan. Ini membutuhkan terapis yang dilatih dalam CBT. Anda akan belajar mengenali kapan dan mengapa Anda melakukan perilaku memukul kepala, membantu Anda menangani penyebab yang mendasarinya, dan mengganti perilaku dengan perilaku yang lebih positif. Anda akan belajar mengatasi keterampilan. Anda menyebutkan memiliki masa kecil yang kasar. Siapa pun yang mengalami trauma seperti ini, terutama trauma jangka panjang yang berkelanjutan dari penyalahgunaan apa pun, jelas tidak perlu ""terapi paparan"", yang direkomendasikan untuk fobia. Anda memerlukan terapis yang dilatih secara khusus dalam terapi informasi trauma. Anda berada di jalan yang benar dengan mengenali ada masalah dan apa itu. Semoga berhasil dengan perjalanan penyembuhan Anda!"
636,"Saya memiliki beberapa masalah yang perlu saya selesaikan. Namun, saya takut dan tidak mempercayai terapis setelah pengalaman yang mengerikan. Saya berurusan dengan kesedihan dan rasa bersalah karena kehilangan putra saya karena penggunaan narkoba. Saya memiliki masalah hubungan traumatis yang sangat rumit yang menyebabkan saya kecemasan dan ketakutan yang parah.","Saya minta maaf karena Anda memiliki pengalaman ini. Terapi harus menjadi pengalaman positif yang sehat dari pertumbuhan G. Anda memiliki hak untuk mencari kualitas tinggi tertentu dalam terapis dan menemukan yang tepat. Setiap terapis terikat oleh kode etik dan klien harus memiliki harapan yang tinggi. Anda mempercayai mereka untuk membimbing, mendukung, dan membantu Anda mencapai hasil dan kesuksesan terbaik mutlak. Anda seharusnya tidak pernah atau merasa dihakimi, dan Anda harus merasa nyaman dan merasa seolah -olah proses terapi Anda bergerak seiring dengan tujuan Anda. Berbicara sebagai terapis, saya mendorong klien saya untuk selalu memberi tahu saya bagaimana perasaan mereka, bahkan jika mereka tidak setuju dengan saya, mereka juga memiliki hak untuk memberi tahu saya jika sesuatu yang saya lakukan tidak bekerja untuk mereka, komunikasi sangat penting dalam Mempertahankan aliansi terapeutik/ hubungan terapeutik yang sehat. Saya dapat menawarkan cara berpikir dan strategi kepada klien saya yang mungkin tidak mereka pikirkan. Penting untuk mendengarkan klien saya. Sangat penting bagi klien untuk merasa dapat mereka bagikan di lingkungan yang terasa aman, tidak menghakimi dan rahasia. Ingatlah, Anda adalah pengemudi dalam proses penyembuhan Anda, Anda harus menjadi orang yang memegang kendali karena Anda tahu apa yang terjadi dengan hidup Anda. Berbicara sebagai terapis, saya di sini untuk membimbing klien saya untuk mencapai tujuan mereka, mendorong dan memberdayakan klien saya dalam apa yang bermakna bagi mereka untuk dicapai. Anda harus merasa nyaman dengan berpikir pikiran Anda, saran saya akan terlihat orang yang membuka perasaan mainan, bahkan itu membuat mereka terapis. Bahwa mereka terbuka untuk umpan balik. Dengan semua itu dikatakan, akan membutuhkan waktu untuk percaya lagi tetapi ingat, ajukan pertanyaan dan berkomunikasi dengan terapis berikutnya berbagi pengalaman Anda dan bagaimana rasanya Anda dan kepercayaan itu dan diucapkan dengan hormat , cara non -menghakimi dan tidak condnscending sangat penting bagi Anda. Jujurlah dengan jelas nyatakan harapan Anda sejak awal. Saya menawarkan sesi pertama 50 menit gratis untuk klien. Alasannya. Saya melakukan ini adalah karena saya merasa klien layak mendapatkan kesempatan mengamati lingkungan, mengajukan pertanyaan kepada saya dan memiliki kesempatan untuk menentukan tingkat kenyamanan mereka dan memutuskan apakah itu cocok. Terapis lain kadang -kadang menawarkan yang serupa, cobalah menemukan satu yang bersedia menawarkan konsultasi karena itu dapat memberi Anda kesempatan untuk merasakan masalah dan menetapkan harapan. Artikel di bawah ini adalah artikel yang sangat baik tentang apa yang harus dicari dalam terapis. Layak waktu membaca karena Anda layak menemukan bantuan terbaik yang tersedia! Artikel ini ditulis berdasarkan bukti dari penelitian dan pengalaman klinis. Saya akan sangat mendorong siapa pun yang mencari bantuan untuk membaca ini dan bahkan menggunakannya sebagai panduan Anda. Saya harap ini bermanfaat."
637,Kenapa aku begitu takut? Saya tidak paham.,"Ketakutan Anda agak masuk akal. Tidak ada yang ingin diperkosa dan saya membayangkan semua orang takut akan seperti apa yang akan diperkosa. Apakah Anda bermaksud bahwa ketakutan ini ada di pikiran Anda lebih sering daripada yang Anda inginkan? Jika ini masalahnya, maka cobalah memahami alasan di balik Anda Ketakutan. Apakah Anda secara pribadi tahu atau mengenal seseorang yang diperkosa? Salah satu arah umum dari apa yang akan membantu adalah mendapatkan kembali kepercayaan diri Anda untuk menjaga diri Anda tetap aman. Semakin Anda mempercayai diri sendiri untuk menghindari situasi sosial dengan banyak minum, lingkungan fisik yang terisolasi, dan berada di lokasi yang terisolasi dengan seseorang yang tidak Anda kenal, mungkin ketakutan Anda akan berkurang. Arah umum lainnya untuk dipahami adalah jika dalam Anda riwayat keluarga, orang telah dilanggar sangat parah, baik secara emosional, mental, atau fisik. Dalam keluarga di mana orang telah menderita pelanggaran parah terhadap diri mereka sendiri, seringkali pola emosional yang diharapkan akan terluka oleh orang lain, tanaman itu sendiri sangat dalam dan mentransmisikan ke yang lebih muda yang lebih muda generasi. Tempat yang aman untuk membuka dan menghapus jenis beban emosional ini."
638,Kenapa aku begitu takut? Saya tidak paham.,"Mengapa Anda takut pemerkosaan? Karena itu adalah masalah di Amerika Serikat! Pusat Sumber Daya Kekerasan Seksual Nasional melaporkan bahwa satu dari lima wanita (0R 20%) akan diperkosa (http://www.nsvrc.org/sites/default/files/publications_nsvrc_factsheet_media-Packet_Statistics-about-Sexual-violence_0.pdet-packet) dan About-about-Sexual-VIOLence_0.0.pdet-packet) dan About-Sexual-VIOLence_0.0.0.pdet-packet) dan bahwa 80% wanita mengenal penyerang mereka. Mengingat statistik ini, sangat logis untuk takut. Namun, ada hal-hal yang dapat Anda lakukan untuk mengurangi risiko pemerkosaan, seperti menyadari lingkungan Anda, dan membatasi penggunaan narkoba atau alkohol. Program Akses, Pengetahuan, ACT yang ditingkatkan untuk wanita usia kuliah telah terbukti berkurang Risiko pemerkosaan lebih dari 50%. (http://www.blueprintsprograms.com/factsheet/eaaa-enhanced-assess-acknowledge-act-sexual-acsault-ressistance-education) Anda mungkin ingin melihat apakah program seperti ini tersedia di daerah Anda. Aplikasi hebat lainnya ketika Anda perlu berjalan di suatu tempat sendirian, adalah aplikasi pendamping (http://www.companionapp.io). Teman atau keluarga dapat melacak kemajuan Anda dari satu titik ke titik lain melalui GPS di ponsel Anda. Selain itu, berbicara dengan seorang penasihat tentang ketakutan Anda juga akan menjadi ide yang bagus. Terkadang ketakutan itu rasional dan masuk akal. Terkadang mereka bereaksi berlebihan dan tidak masuk akal. Ketika kemudian reaksi berlebihan dan tidak masuk akal, mereka dapat berdampak negatif pada kehidupan Anda. Dalam hal ini, seorang konselor dapat membantu Anda memahami mengapa ketakutan Anda tidak masuk akal, dan bagaimana Anda dapat menghentikan mereka dari berdampak negatif terhadap hidup Anda."
639,"Saya memiliki gangguan attention-deficit/hyperactivity, gangguan stres pascatrauma, kecemasan, kemarahan, dan masalah memori. Saya tidak bisa bekerja. Saya tidak punya penghasilan. Saya sedang minum obat, tapi saya merasa tidak berharga. Saya ingin menjadi normal.","Saya sangat menyesal mendengar bahwa Anda sedang berjuang. Sepertinya Anda memiliki pengalaman traumatis yang telah memengaruhi hidup Anda dalam banyak hal. Tanpa mengetahui banyak tentang sejarah Anda, saya bertanya -tanya apakah trauma yang Anda derita telah menyebabkan kecemasan, kemarahan, dan masalah memori yang Anda hadapi, selain PTSD. Saya akan mendorong Anda untuk mencari terapis trauma yang menawarkan skala geser atau layanan pro bono. Mungkin juga ada layanan kesehatan mental masyarakat di daerah Anda yang menawarkan terapi gratis jika Anda memenuhi syarat untuk hibah."
640,"Saya tidak pernah merasa seperti diri saya sendiri. Saya bahkan tidak bisa berpikir jernih lagi. Saya mulai gagap dan saya tidak bisa mengingat apa pun. Saya selalu gugup dan biasanya berbicara sendiri tetapi baru -baru ini berakhir dengan, seperti apa, orang lain. Saya tidak tahu mengapa saya merasa seperti ini, tapi saya benci.","Hai Houston, oke, ada sesuatu yang pasti terjadi, kan? Usus saya adalah memulai dengan dokter keluarga Anda, karena Anda memiliki beberapa gejala fisik. Meskipun tampaknya kecemasan adalah masalah di sini, dokter Anda mudah -mudahan akan mengetahui riwayat Anda dan dapat membantu Anda memutuskan apakah Anda memerlukan beberapa tes medis atau terapi. Tanpa mengetahui lebih lanjut, hanya itu yang bisa saya katakan pada saat ini. Semoga berhasil."
641,"Saya tidak pernah merasa seperti diri saya sendiri. Saya bahkan tidak bisa berpikir jernih lagi. Saya mulai gagap dan saya tidak bisa mengingat apa pun. Saya selalu gugup dan biasanya berbicara sendiri tetapi baru -baru ini berakhir dengan, seperti apa, orang lain. Saya tidak tahu mengapa saya merasa seperti ini, tapi saya benci.","Apa yang Anda gambarkan terdengar seperti itu mungkin merupakan bentuk disosiasi. Disosiasi adalah cara pikiran kita untuk melepaskan kita dari aspek pengalaman kita dalam upaya untuk melindungi kita dalam situasi yang luar biasa. Ini juga terdengar seperti Anda memperhatikan kecemasan dalam situasi tertentu. Dalam bekerja dengan terapis yang kompeten, Anda mungkin dapat memperoleh wawasan tentang pengalaman -pengalaman ini, belajar keterampilan untuk mengatasi kecemasan dan berhubungan kembali dengan diri sendiri, dan mengurangi gejala -gejala ini dari waktu ke waktu."
642,"Saya tidak pernah merasa seperti diri saya sendiri. Saya bahkan tidak bisa berpikir jernih lagi. Saya mulai gagap dan saya tidak bisa mengingat apa pun. Saya selalu gugup dan biasanya berbicara sendiri tetapi baru -baru ini berakhir dengan, seperti apa, orang lain. Saya tidak tahu mengapa saya merasa seperti ini, tapi saya benci.","Halo, saya bertanya -tanya apakah Anda mungkin mengalami beberapa bentuk disosiasi. Orang -orang yang berdisosiasi mungkin merasa seperti dunia di sekitar mereka tidak nyata dan tidak dikenal, atau bahwa mereka tidak benar -benar ada di tubuh mereka dan bahwa mereka mengamati diri mereka sendiri dari luar tubuh mereka. Disosiasi juga dapat berarti bahwa ada bagian dari Anda yang memiliki ""terpisah"" dan kadang -kadang bagian dapat terasa seperti mereka berselisih satu sama lain atau dikunci dalam konflik. Terkadang disosiasi terjadi setelah seseorang mengalami trauma. Terapi dapat membantu Anda memahami apa yang sedang terjadi dan membantu Anda mengintegrasikan pengalaman Anda dan akhirnya sembuh. Saya seorang terapis di Houston yang berspesialisasi dalam disosiasi. Di situs web saya, saya memiliki informasi khusus untuk disosiasi yang mungkin bermanfaat bagi Anda. Sarah"
643,"Saya harus melakukan perintah penahanan terhadap mantan tunangan saya. Dia dilayani tadi malam. Dia secara mental dan lisan kasar terhadap saya. Saya pikir itu saraf saya, tetapi setiap kali saya berdiri, saya sakit. Jika saya duduk dan bergoyang, saya baik -baik saja.","Halo dan terima kasih untuk pertanyaan Anda. Anda mungkin benar, gejala fisik Anda sakit ke perut Anda mungkin sangat saraf atau kecemasan Anda. Itu benar -benar normal dan dapat dimengerti mengingat keadaan Anda. Hal lain yang tidak biasa adalah Anda merasa lebih baik ketika Anda duduk dan bergoyang. Itu sebenarnya cara yang cukup umum sehingga banyak orang menghibur diri mereka sendiri di saat stres tinggi. Jika Anda khawatir ada penyakit fisik yang sebenarnya yang menyebabkan gejala -gejala ini, Anda mungkin ingin mengunjungi penyedia perawatan primer Anda. Mereka mungkin memberi tahu Anda bahwa mereka tidak melihat sesuatu yang salah secara fisik dengan Anda, dan pada saat itu Anda mungkin ingin mengunjungi seorang penasihat tentang gejala dan pengalaman hubungan Anda. Kunjungan dengan seorang penasihat mungkin merupakan ide yang bagus. Saya bekerja sebagai penasihat dalam perawatan primer, dan saya berjanji kepada Anda bahwa banyak orang memiliki gejala fisik yang sangat nyata ketika mereka mengalami pelecehan. Perut dan sakit kepala yang tidak dapat dijelaskan sangat umum. Terkadang, dengan konseling, gejala fisik itu benar -benar berhenti. Bersikaplah baik, dan saya harap Anda segera merasa lebih baik. Robin J. Landwehr, DBH, LPCC, NCC"
644,"Saya sudah berurusan dengan ini selama bertahun -tahun. Ibu saya mengira saya terlalu emosional dan menolak untuk menawarkan bantuan, seperti terapi atau menemui dokter. Dia melihat saya ketika saya mengalami serangan panik dan hanya mengatakan saya memalsukan perhatian atau bahwa saya seorang hypochondriac. Saya hanya ingin menjadi lebih baik.","Saya tidak tahu berapa umur Anda, tetapi di Pennsylvania, jika Anda berusia di atas 14, Anda dapat menjalani terapi tanpa persetujuan orang tua Anda. Jika Anda cukup muda untuk menggunakan asuransi mereka, itu bisa rumit, tetapi tergantung pada negara, mungkin ada cara untuk mengatasinya juga. Jika transportasi menjadi masalah, hubungi agen kesehatan mental setempat dan lihat apakah mereka dapat menghubungkan Anda dengan bantuan. Sementara itu, coba cari saluran bantuan telepon di daerah tempat Anda tinggal. Mereka mungkin dapat membantu Anda mengetahui di mana Anda bisa mendapatkan bantuan. Ide lain adalah bahwa jika Anda berada di sekolah, penasihat bimbingan Anda mungkin dapat memberikan tautan ke tempat Anda dapat mencari bantuan. Dia mungkin juga dapat memberi Anda ide yang lebih spesifik untuk membantu serangan panik Anda. Saya tahu Anda mengatakan ibu Anda menolak untuk menawarkan bantuan, termasuk menemui dokter, tetapi saya bertanya -tanya apakah dia mempercayai dokter itu adalah perawatan utama Anda Dokter (juga disebut dokter keluarga) yang Anda lihat ketika Anda memiliki penyakit medis kecil yang mungkin membutuhkan obat. Dokter itu mungkin dapat membantu Anda juga. Beberapa informasi di sini mungkin bermanfaat bagi Anda karena menjelaskan beberapa kecemasan apa itu dan ada beberapa kuis di sana yang dapat memberi Anda informasi untuk didiskusikan dengan dokter atau terapis saat Anda mendapatkan terhubung dengan satu. http://www.webmd.com/anxiety-panic/guide/mental-health-anxiety-disorders Ini mungkin memberi Anda informasi lain untuk berbicara dengan ibu Anda tentang. Ingatlah bahwa saya tidak meminta Anda untuk benar -benar mendiagnosis diri Anda dengan salah satu hal ini, tetapi hanya menawarkan beberapa informasi dasar yang dapat membantu Anda dapat berbicara tentang apa yang sedang terjadi. Jika Anda mengalami serangan panik atau memiliki sesaat Kecemasan, cobalah fokus pada berbagai hal di ruangan di sekitar Anda. Mungkin membantu mengubah fokus Anda secara singkat di luar apa yang Anda rasakan dan itu mungkin mengurangi perasaan sedikit. Juga ingat bahwa kadang -kadang kecemasan menyebabkan lebih banyak kecemasan tentang serangan panik di masa depan. Ingatlah bahwa mereka biasanya dan setelah beberapa menit. Akan sangat membantu bagi Anda untuk melacak apa yang mengarah pada kecemasan Anda. Keinginan terbaik untuk Anda dan terus berusaha sampai Anda terhubung dengan seseorang."
645,"Saya sudah berurusan dengan ini selama bertahun -tahun. Ibu saya mengira saya terlalu emosional dan menolak untuk menawarkan bantuan, seperti terapi atau menemui dokter. Dia melihat saya ketika saya mengalami serangan panik dan hanya mengatakan saya memalsukan perhatian atau bahwa saya seorang hypochondriac. Saya hanya ingin menjadi lebih baik.",Berapa umur Anda? Apakah Anda cukup tua di negara bagian Anda untuk menjalani terapi tanpa persetujuan ibumu? Sikap ibumu terhadap Anda mungkin menjadi salah satu alasan penting mengapa Anda merasakan banyak ketegangan di tempat pertama. Jangan biarkan pendapat dan keyakinannya Menghalangi apa yang Anda ketahui tentang diri Anda. Apakah Anda di sekolah dan apakah sekolah itu memiliki penasihat bimbingan? Apakah Anda akan berbicara dengan orang itu tentang sulit membuat ibu Anda mempertahankan layanan membantu Anda? Terus mencari sumber daya lokal mana yang akan akan ada Dukung Anda baik secara langsung atau tidak langsung dengan mengadvokasi hak Anda untuk menerima perawatan kesehatan mental.
